type;id;currency_salary;salary_from;salary_to
b2b;square-one-ibm-developer;pln;23500;28500
b2b;tietoevry-system-analyst-researcher-c3c9c06b-b5a3-4f6c-a844-f5eb6edae1f7;;;
permanent;tietoevry-system-analyst-researcher-c3c9c06b-b5a3-4f6c-a844-f5eb6edae1f7;;;
b2b;guesty-inc-back-end-developer-bb07173d-ccec-4010-8b14-91931f2a1076;pln;25000;30000
b2b;kinguin-senior-backend-developer-kotlin;pln;18000;24000
permanent;hsbc-service-delivery-production-engineering-specialist;pln;8000;12000
b2b;blue-media-s-a-data-devops-engineer-1712ff11-77b4-4ddf-a707-f4bec61e1bfe;;;
permanent;blue-media-s-a-data-devops-engineer-1712ff11-77b4-4ddf-a707-f4bec61e1bfe;;;
b2b;t-mobile-polska-s-a-project-manager-network-department;;;
permanent;cyclad-site-reliability-engineer-azure;;;
b2b;cyclad-site-reliability-engineer-azure;;;
permanent;opi-pib-inzynier-devops;pln;10000;15000
b2b;solidstudio-senior-project-manager;pln;15000;20000
permanent;solidstudio-senior-project-manager;pln;12500;16500
permanent;ppg-applicationdeveloper-specialist-frontend-e5ae8da0-5537-4b09-9309-7464dba3e033;;;
b2b;t-mobile-polska-s-a-specjalista-tka-ds-operacji-systemow-it-84b4462d-3781-40d8-923e-905937ebfb28;;;
b2b;sunscrapers-mid-senior-python-django-developer;pln;20000;25000
b2b;cyclad-soc-team-manager;pln;30000;40300
permanent;suntech-tester-automatyzujacy;;;
b2b;conscensia-solution-architect;pln;30000;36000
b2b;tink-security-engineer-security-operations;pln;30000;36000
permanent;tink-security-engineer-security-operations;pln;27000;30000
permanent;suntech-specjalista-ka-ds-testow;;;
permanent;randstad-polska-sp-z-o-o-erp-administrator;pln;6000;10000
permanent;cloudferro-sp-z-o-o-senior-ceph-engineer-e0e89d82-943e-40bf-aa69-c801d7099929;pln;25000;30000
b2b;cloudferro-sp-z-o-o-senior-ceph-engineer-e0e89d82-943e-40bf-aa69-c801d7099929;pln;25000;30000
b2b;airslate-tech-writer;;;
b2b;link-group-system-engineer-backup-storage;pln;25000;28000
permanent;link-group-system-engineer-backup-storage;pln;25000;28000
permanent;cloudferro-sp-z-o-o-senior-openstack-engineer-warszawa;pln;20000;30000
b2b;cloudferro-sp-z-o-o-senior-openstack-engineer-warszawa;pln;20000;30000
b2b;itds-junior-mid-fullstack-net-developer;pln;12000;18000
permanent;nesperta-europe-sp-z-o-o-mlodszy-specjalista-it-erp;;;
b2b;apzumi-project-manager-0af2067c-1c8c-4c19-b65e-e4f0beeb9e3e;pln;9000;16000
mandate_contract;jcc-junior-sap-authorizations-consultant;;;
b2b;jcc-junior-sap-authorizations-consultant;;;
b2b;avenga-fullstack-developer;pln;25200;28560
b2b;serpapi-llc-senior-backend-engineer;usd;7000;9000
b2b;lufthansa-systems-integration-system-architect-kafka-azure;pln;15500;31000
permanent;lufthansa-systems-integration-system-architect-kafka-azure;pln;14000;25000
b2b;rite-nrg-senior-software-engineer-kotlin-java;pln;25000;33500
mandate_contract;rite-nrg-senior-software-engineer-kotlin-java;pln;21000;27800
b2b;packhelp-s-a-site-reliability-engineer-2041fcaa-54e3-47e9-8da5-25654934291d;pln;20000;28000
b2b;opuscapita-full-stack-developer-torun;;;
permanent;opuscapita-full-stack-developer-torun;;;
b2b;itlt-java-developer-a9fa9fea-ec62-4368-ab82-3bce6f02994d;pln;33400;35070
permanent;lyreco-advantage-senior-frontend-developer;;;
b2b;lyreco-advantage-senior-frontend-developer;;;
permanent;devire-programista-bpm;;;
permanent;opi-pib-programista-python-warszawa;pln;9000;15000
b2b;t-mobile-polska-s-a-sap-product-owner;;;
b2b;experis-manpower-group-firewall-engineer;pln;40320;43680
b2b;livekid-engineering-manager;pln;22000;30000
b2b;ragnarson-senior-software-engineer-ruby-on-rails-warszawa;pln;18400;26800
permanent;dtiq-poland-sp-z-o-o-wsparcie-klienta-z-j-portugalskiem;;;
b2b;7n-ipc-developer;pln;16800;24360
b2b;ec2-analityk-systemowy-100-zdalnie;pln;15000;20000
b2b;open-nexus-qa-automation-engineer;pln;13000;17000
permanent;open-nexus-qa-automation-engineer;pln;11000;14000
b2b;itlt-tester-manualny-ue;pln;16000;21000
b2b;connectis-remote-project-manager;pln;30000;35000
b2b;newops-devops-engineer-db2010e2-5bcf-4ffc-94e4-69fd51717204;pln;11000;20000
permanent;opi-pib-programista-interfejsu-uzytkownika-17067c24-1d6e-4188-8b8a-c1f55b1a3029;pln;9000;15000
b2b;optiveum-test-lead-azure-devops-warszawa;pln;24000;27000
b2b;ideo-sp-z-o-o-konsultant-ds-hostingu;;;
permanent;ideo-sp-z-o-o-konsultant-ds-hostingu;;;
permanent;interia-pl-architekt-it;;;
b2b;interia-pl-architekt-it;;;
b2b;pcmi-software-developer-net;pln;16000;20000
permanent;pcmi-software-developer-net;pln;13000;16000
b2b;jellytech-sp-z-o-o-senior-python-developer;pln;20000;23000
b2b;experis-manpower-group-senior-ux-designer;pln;25870;29905
permanent;schenker-power-bi-report-developer-warszawa;;;
b2b;schenker-power-bi-report-developer-warszawa;;;
permanent;schenker-output-management-layout-developer-0120fcf6-f012-42fa-bf5b-a958f8a9de60;;;
b2b;schenker-output-management-layout-developer-0120fcf6-f012-42fa-bf5b-a958f8a9de60;;;
b2b;schenker-output-management-layout-developer-warszawa;;;
permanent;schenker-output-management-layout-developer-warszawa;;;
b2b;objectivity-part-of-accenture-solution-architect-with-german;pln;26880;36960
permanent;objectivity-part-of-accenture-solution-architect-with-german;pln;17700;25500
permanent;tidio-group-product-manager;;;
b2b;tidio-group-product-manager;;;
permanent;get-it-together-sp-z-o-o-it-project-manager;;;
mandate_contract;eviden-polska-praktykant-sap-log-analyst;pln;4500;4500
mandate_contract;eviden-polska-praktykant-sap-hr-analyst;pln;4500;4500
permanent;sener-aerospace-defense-design-engineer;;;
permanent;dynatrace-senior-software-engineer-java-38e56220-28a3-46ab-b12d-9356fb713a6e;pln;16000;24000
permanent;remitly-fullstack-software-engineer-krakow;pln;20000;26000
b2b;semantive-senior-cloud-engineer;pln;17000;24500
b2b;miesna-paczka-technical-product-owner;pln;10000;16000
b2b;adform-mid-software-engineer-high-load;pln;18000;35000
permanent;adform-mid-software-engineer-high-load;pln;18000;26000
permanent;aasa-polska-s-a-analityk-danych-data-analyst;pln;8000;14000
b2b;teacode-s-c-product-designer;pln;10000;15000
b2b;synerise-mid-senior-devops-engineer;pln;15000;30000
b2b;kinguin-backend-developer-kotlin;pln;15000;18000
b2b;adform-mid-software-engineer-high-load-06533c26-8dae-4240-9cb3-ef15053c7dfc;pln;18000;35000
permanent;adform-mid-software-engineer-high-load-06533c26-8dae-4240-9cb3-ef15053c7dfc;pln;18000;26000
permanent;six-junior-java-software-engineer-warszawa;;;
permanent;appfire-principal-software-frontend-engineer;pln;23500;35000
b2b;yax-software-house-and-venture-builder-qa-specialist;pln;8000;12000
permanent;yax-software-house-and-venture-builder-qa-specialist;pln;7000;10000
permanent;raiffeisen-bank-international-ag-dispute-resolution-specialist;pln;13000;15000
b2b;adform-mid-software-engineer-high-load-warszawa;pln;18000;35000
permanent;adform-mid-software-engineer-high-load-warszawa;pln;18000;26000
permanent;profi-auto-software-house-mlodszy-administrator-it-k-m-chorzow;pln;6000;9000
permanent;remitly-fullstack-software-engineer-6beab675-c544-49b4-b275-f27449e4583e;pln;20000;26000
permanent;credit-agricole-bank-polska-s-a-support-product-manager-warszawa;;;
b2b;satisfly-sysadmin-devops-remote-7b9f9791-dd15-4bde-994e-f7206fca846d;pln;15000;21000
permanent;asc-american-sun-components-python-developer-with-crm-experience;;;
b2b;semantive-cloud-architect-poznan;pln;21000;32000
permanent;dynatrace-cloud-expert;pln;18000;26000
permanent;procter-gamble-kubernetes-platform-devops-engineer-warszawa;;;
permanent;tpay-product-designer-ux-ui;;;
permanent;nordea-senior-it-security-specialist-iam;;;
b2b;reply-polska-sp-z-o-o-senior-java-developer;pln;22000;30000
permanent;reply-polska-sp-z-o-o-senior-java-developer;pln;16000;22000
permanent;silky-coders-junior-data-engineer-zastepstwo;;;
b2b;silky-coders-junior-data-engineer-zastepstwo;;;
permanent;remitly-fullstack-software-engineer-7baee4de-b7f0-4e66-ab43-cc71c7f31143;pln;20000;26000
permanent;kingfisher-plc-remote-quality-engineer;pln;12000;18000
b2b;link-group-platform-engineer;pln;25000;30000
permanent;link-group-platform-engineer;pln;25000;30000
permanent;nask-specjalista-ka-ds-utrzymania-sieci;pln;6000;8000
permanent;its-international-services-sp-z-o-o-mlodszy-programista-c-z-j-niemieckim;;;
permanent;procter-gamble-azure-platform-engineer-ai-department-1ad57e3b-1a20-4c85-ac45-7b405aae2340;;;
permanent;procter-gamble-azure-platform-engineer-ai-department-warszawa;;;
b2b;hays-poland-senior-data-engineer-warszawa;pln;28875;34650
b2b;itlt-tester-automatyzujacy-c-f413251a-b4e9-4a5f-a9ad-5af857b68635;pln;16700;20040
mandate_contract;samsung-r-d-institute-poland-testing-intern-in-multimedia-team;;;
b2b;commerce-ui-mid-front-end-dev-premium-ecomm-agency-37894a9b-9bea-4765-9b6a-62a48ed0b457;pln;10000;16000
permanent;hsbc-service-delivery-production-services-it-operational;pln;22000;26000
b2b;yax-software-house-and-venture-builder-junior-project-manager-wroclaw;pln;5000;8000
permanent;yax-software-house-and-venture-builder-junior-project-manager-wroclaw;pln;4000;7000
b2b;rsm-poland-d365-developer-gliwice;pln;24000;27000
b2b;crif-product-tester-warszawa;;;
permanent;profi-auto-software-house-mlodszy-administrator-it-k-m-796552d2-f9e0-4c93-9a2b-60ffee796184;pln;6000;9000
permanent;limango-polska-manager-technical-interface;;;
permanent;bnp-paribas-sa-oddzial-w-polsce-threat-intelligence-platform-engineer;;;
permanent;cpl-poland-servicenow-administrator-warszawa;pln;14000;16000
b2b;cpl-poland-servicenow-administrator-warszawa;pln;14000;16000
permanent;nask-glowny-a-programista-ka-java-warszawa;pln;18000;24000
permanent;nordea-oracle-database-expert;;;
b2b;connectpoint-etl-developer-warszawa;pln;12000;17000
permanent;connectpoint-etl-developer-warszawa;pln;10000;14500
permanent;kruk-s-a-spec-ds-innowacji-i-nowych-tech-it;;;
b2b;chop-chop-junior-devops-with-azure-wroclaw;pln;6000;10000
b2b;atos-linux-system-engineer-bydgoszcz;;;
permanent;atos-linux-system-engineer-bydgoszcz;;;
permanent;bnp-paribas-sa-oddzial-w-polsce-xsoar-cyber-security-expert;;;
permanent;rhino-java-developer-back-end;pln;12000;16000
permanent;nokia-telecom-technical-leader;;;
permanent;guesty-inc-finance-system-analyst;pln;7000;13000
b2b;shelf-middle-backend-node-js-developer;usd;3000;4000
b2b;jellytech-sp-z-o-o-pl-sql-developer;pln;16000;20100
permanent;sener-aerospace-project-manager-space-industry-warszawa;;;
permanent;cgi-business-analyst;;;
b2b;jellytech-sp-z-o-o-senior-frontend-developer-angular;pln;21000;26000
b2b;concentrix-full-stack-developer-net-react-krakow;pln;27000;31000
permanent;sener-aerospace-project-manager-space-industry;;;
b2b;sopra-steria-c-developer-katowice;pln;16000;24000
permanent;sopra-steria-c-developer-katowice;pln;10000;15000
b2b;jellytech-sp-z-o-o-network-engineer;pln;18000;23500
b2b;jellytech-sp-z-o-o-oracle-developer;pln;23000;28500
b2b;omega-code-analityk-biznesowo-systemowy-0b349543-9de9-437c-bae7-e28b3cf25e0f;pln;16500;21000
b2b;experis-manpower-group-senior-ui-designer;pln;25870;29905
b2b;chooose-as-full-stack-developer;usd;5000;7000
b2b;jellytech-sp-z-o-o-vuejs-developer;pln;14000;19000
permanent;kredyt-inkaso-programista-c-net-lublin;;;
b2b;jellytech-sp-z-o-o-flutter-developer;pln;17000;26000
b2b;jellytech-sp-z-o-o-python-developer;pln;15000;18400
b2b;jellytech-sp-z-o-o-oracle-apex-developer;pln;15000;19300
permanent;sunrise-system-sp-z-o-o-sp-k-scrum-master;;;
b2b;jellytech-sp-z-o-o-fullstack-developer-java-angular-f1a177aa-a9c3-483c-9c42-1bf61cf9ee80;pln;21000;27500
b2b;jellytech-sp-z-o-o-fullstack-developer-java-angular-c653f513-fbd7-423d-b581-fb011b810b0d;pln;21000;27500
permanent;novomatic-technologies-poland-c-software-developer-zabierzow;pln;12000;18000
b2b;jellytech-sp-z-o-o-architekt-hurtowni-danych-warszawa;pln;21500;25000
b2b;jellytech-sp-z-o-o-programista-hurtowni-danych;pln;18000;22000
b2b;dcg-senior-software-engineer;pln;25200;31900
b2b;netguru-senior-flutter-developer-0506cff2-19cd-47da-86c6-b60fa2845104;eur;4400;7500
permanent;novomatic-technologies-poland-atlassian-administrator;pln;6500;12000
b2b;jellytech-sp-z-o-o-fullstack-developer-warszawa;pln;12000;20000
b2b;jellytech-sp-z-o-o-fullstack-developer;pln;12000;20000
b2b;apreel-remote-full-stack-net-developer-warszawa;pln;25200;29400
b2b;apreel-remote-full-stack-net-developer;pln;25200;29400
b2b;n-ix-solution-architect;usd;8000;10000
permanent;n-ix-solution-architect;usd;7000;9000
permanent;raiffeisen-bank-international-ag-e-commerce-tech-support-specialist;pln;10000;12000
b2b;n-ix-qa-principal;usd;5502;7000
permanent;volkswagen-group-services-bi-specialist-with-german-and-english;pln;10000;16000
mandate_contract;samsung-r-d-institute-poland-internship-javascript-intern-590bfb7c-b4be-4bf1-8e5d-8969b90fec42;;;
b2b;commerce-ui-mid-front-end-dev-premium-ecomm-agency-warszawa;pln;10000;16000
permanent;dsv-iss-senior-manager-enterprise-products;;;
permanent;lyreco-advantage-frontend-developer-gdansk;;;
b2b;lyreco-advantage-frontend-developer-gdansk;;;
b2b;cyclad-administrator-baz-danych-oracle;pln;14000;18000
b2b;cavendish-professionals-senior-net-developer-warszawa;pln;29000;36000
permanent;mpower-plus-senior-administrator-oracle-dba;pln;20000;30000
permanent;smart-hr-it-service-management-administrator;;;
b2b;devkom-senior-php-fullstack-developer;pln;15000;19000
permanent;cyclad-senior-full-stack-java-software-engineer;pln;15000;21000
permanent;kmd-poland-head-of-software-development;;;
b2b;devkom-php-developer-883d7d8e-8afc-4c89-9b70-916a2857b6bc;pln;10000;14000
permanent;opi-pib-programista-pl-sql-1a3a086e-135c-4366-a1a0-510cd065f3f9;pln;10000;13000
b2b;keyloop-c-developer;pln;17000;20000
b2b;devkom-senior-php-fullstack-developer-warszawa;pln;15000;19000
permanent;mpower-plus-mainframe-developer;pln;20000;30000
permanent;silky-coders-app-tracking-analyst;;;
b2b;silky-coders-app-tracking-analyst;;;
b2b;in4mates-analityk-it;pln;12000;18750
b2b;devkom-php-developer-warszawa;pln;10000;14000
permanent;ppg-sap-p2p-mm-it-support-consultant;;;
b2b;emagine-polska-c-c-developer;pln;23600;26900
b2b;softkraft-remote-python-tech-lead;pln;16100;23200
permanent;bec-poland-technical-program-lead;;;
b2b;bec-poland-technical-program-lead;;;
permanent;pko-bank-polski-programista-java-8acdd924-4167-4290-9c6a-e8df5f0e43ad;;;
permanent;atos-analytics-consultant;;;
permanent;uniqa-lider-zespolu-testow;;;
b2b;scalo-business-analyst;pln;20000;23500
permanent;dsv-iss-application-supporter-warszawa;;;
b2b;n-ix-middle-python-full-stack-engineer;usd;4500;5200
permanent;n-ix-middle-python-full-stack-engineer;usd;3800;4450
b2b;square-one-flutter-developer;pln;20000;25200
b2b;just-join-it-qa-engineer-80904dbd-0c0b-4ba2-9882-8672e0f196aa;pln;16000;21000
b2b;hays-poland-data-architect;pln;30000;36000
b2b;primaris-product-owner-warszawa;pln;18000;25000
b2b;quad-it-global-solutions-identity-developer;pln;8400;10800
permanent;quad-it-global-solutions-identity-developer;pln;7000;9000
permanent;ppg-application-developer-specialist-b5dbdb4d-bb6c-4493-bc2a-54bcb24bdf8e;;;
b2b;iceo-venture-builder-qa-engineer-911760b8-f6b0-4505-9d68-828cd20bca03;pln;12000;22000
permanent;wipro-it-service-engineer;;;
b2b;experis-manpower-group-l1-network-analyst;pln;11760;15120
b2b;7n-senior-lead-drupal-developer;pln;25200;28560
b2b;experis-manpower-group-kubernetes-engineer;pln;26880;30240
b2b;connectis-remote-fullstack-net-react-js-developer;pln;19000;21500
b2b;shift4-it-technical-support-engineer;pln;11000;14000
permanent;centralny-osrodek-informatyki-devops-engineer;pln;12000;24000
b2b;connectis-sap-consultant;pln;22500;25500
b2b;smart-hr-pam-engineer-cybersecurity-warszawa;;;
permanent;smart-hr-pam-engineer-cybersecurity-warszawa;;;
b2b;bytamic-solutions-mid-java-ee-developer;pln;15000;16800
b2b;sea-ml-ops-engineer;pln;17000;24000
b2b;natek-net-developer-mid;pln;17500;22000
permanent;natek-net-developer-mid;pln;12000;15000
b2b;jellytech-sp-z-o-o-mid-java-developer;pln;16000;25000
b2b;apreel-senior-fullstack-developer-warszawa;pln;25200;29400
b2b;apreel-senior-fullstack-developer;pln;25200;29400
b2b;jellytech-sp-z-o-o-bi-developer;pln;14000;17600
permanent;zendesk-staff-engineer-engineering-productivity;pln;26500;31900
b2b;jellytech-sp-z-o-o-fullstack-developer-java-angular-warszawa;pln;23500;26500
b2b;jellytech-sp-z-o-o-fullstack-developer-java-angular;pln;23500;26500
b2b;7n-architekt-infrastruktury-sap;pln;31920;36960
b2b;apreel-remote-senior-scala-developer;pln;28560;33600
b2b;jellytech-sp-z-o-o-salesforce-developer;pln;21000;26900
permanent;zendesk-staff-engineer-infra-security-krakow;pln;26500;31900
permanent;s-p-global-project-manager-carfax-us;pln;15000;18000
b2b;apreel-etl-developer-do-hurtowni-danych;pln;25200;29400
b2b;oferteo-product-owner;pln;12000;16000
permanent;oferteo-product-owner;pln;9000;14000
b2b;apreel-analityk-systemowy-do-hurtowni-danych;pln;25200;29400
b2b;eagle-recruitment-administratora-baz-danych;pln;8000;12000
permanent;eagle-recruitment-administratora-baz-danych;pln;8000;11000
permanent;kredyt-inkaso-analityk-it;;;
b2b;rits-professional-services-mid-senior-node-js-developer;pln;30000;35000
permanent;sps-m365-collaboration-productivity-teamlead;pln;17200;22800
permanent;simplicity-recruitment-specjalista-ds-wdrozen-erp;pln;10000;15000
b2b;simplicity-recruitment-specjalista-ds-wdrozen-erp;pln;10000;15000
permanent;devire-it-administrator-stara-iwiczna;pln;10000;18000
mandate_contract;eviden-polska-praktykant-sap-abap;pln;4500;4500
permanent;devire-sap-hr-hcm-consultant;pln;18000;25000
b2b;akena-go-rust-solidity-developer;pln;15750;21000
permanent;centrum-uslug-wspolnych-saint-gobain-it-infrastructure-specialist-gliwice;;;
permanent;multi-decor-sp-z-o-o-specjalista-ds-sql;;;
b2b;multi-decor-sp-z-o-o-specjalista-ds-sql;;;
b2b;multi-decor-sp-z-o-o-specjalista-ds-sql-i-zarzadzania-bazami-danych-erp;;;
permanent;multi-decor-sp-z-o-o-specjalista-ds-sql-i-zarzadzania-bazami-danych-erp;;;
b2b;callstack-senior-android-developer-wroclaw;pln;22000;33000
b2b;callstack-senior-android-developer;pln;22000;33000
b2b;klub-zabawkowy-tech-co-founder-874f303f-321a-491e-8a16-813db7bb5663;pln;10000;25000
b2b;pit-radwar-s-a-architekt-oprogramowania-sys-bezzalogow;;;
permanent;pit-radwar-s-a-architekt-oprogramowania-sys-bezzalogow;;;
b2b;klub-zabawkowy-tech-co-founder-db41b507-a91e-400f-843f-763bb67ac8a7;pln;10000;25000
b2b;esky-pl-junior-devops-engineer;pln;6000;9000
permanent;esky-pl-junior-devops-engineer;pln;4900;7400
permanent;biogen-poland-sp-z-o-o-principal-application-specialist-nowy-dwor-mazowiecki;;;
b2b;multi-decor-sp-z-o-o-specjalista-ds-sql-calowanie;;;
permanent;multi-decor-sp-z-o-o-specjalista-ds-sql-calowanie;;;
b2b;happy-team-fullstack-developer-net-react-db176b8e-d40f-4185-91b0-a42a7206df69;pln;13000;17000
b2b;it-connect-architekt-rozwiazan-it;pln;27000;32000
permanent;atos-application-developer;;;
b2b;klub-zabawkowy-tech-co-founder-95214f2a-f466-477d-ad60-cfe60a3105ad;pln;10000;25000
b2b;klub-zabawkowy-tech-co-founder-ae45b865-e14d-4bd9-822b-98fe770a8e59;pln;10000;25000
mandate_contract;it-connect-specjalista-ds-automatyzacji-procesow;;;
